"View","Name of Firm","Trade Name","unknown","unknown","Address, line 1","Address, line 2","City","State","Zip","Capabilities Narrative"
"3481","King Printing Company, Inc.","","Amita Chinai","","181 Industrial Ave E","","Lowell","MA","01852-5131",""
"3482","Century-Ty Wood Manufacturing, Inc.","","Harry Ledgard","","79 Lowland St","","Holliston","MA","01746-2030","Century-Ty-Wood Manufacturing,Inc. is an international manufacturer of high quality sheet metal fabrications and stampings utilizing advanced engineering methods and tools for rapid product deployment.  All components are engineered and produced following certified ISO 9001:2008 standards within our 100,000 square foot state-of-the-art manufacturing facility."
"3483","WGI INC.","","Bernie Levick","GEN MGR","34 HUDSON DR","","SOUTHWICK","MA","01077-9546","PRECISION MACHINED PARTS UNDER 24 INCHES."
"3484","Exhibit Sense, Llc","","Thomas B Potosnak","","78 Turnpike Rd # 2","","Westborough","MA","01581-1730",""
"3485","1350 Main Street, LLC","","Evan C Plotkin","","125 Frank B Murray St","","Springfield","MA","01103-1115",""
"3486","Electro-term, Inc.","Electro-term/hollingsworth","Thomas Dancy","HUMAN RESOURCES","50 WAREHOUSE ST","","SPRINGFIELD","MA","01118-1058","SOLDERLESS, CRIMP-TYPE TERMINALS, STAMPINGS, WIRE TIES, NYLON TIE WRAPS, AUTOMOTIVE WIRE. *TOLL FREE NUMBER: 800-638-8376**"
"3487","Elucid Bioimaging Inc. ","Elucid ","Andrew J Buickler","","225 Main St Ste 15 ","","Wenham","MA","01984-1459",""
"3488","Manning Way Capital Partners, LLC","CONSOLIDATED COATING COMPANY","Jeff Rudman","","5 William Way","","Bellingham","MA","02019-1527",""
"3489","Haley & Aldrich, Inc.","","Renan A Pierre-Louis","","70 Blanchard Rd Ste 204","","Burlington","MA","01803-5100",""
"3490","Organogenesis Inc.","","Lori Freedman","","85 Dan Rd","","Canton","MA","02021-2810","The mission of Organogenesis is to bring the medical marvel of regenerative medicine to patients and standardize its use in everyday medical care. Initially our corporate mission was to 'introduce regenerative medicine to the world.' With more than 1 million units of Apligraf® and Dermagraft® - the leading regenerative medicine products in the world - shipped for patient use, we believe that we have successfully achieved this goal. Across the organization, our mission guides our actions. We work to build brands and services that integrate the benefits of regenerative medicine into every day medical practice. For more information, please visit our website at http://www.organogenesis.com."
"3491","QUIRK WIRE CO., INC.","WIRECRAFT PRODUCTS","PETER  SCHLICHTING","","146 EAST MAIN ST","","WEST BROOKFIELD","MA","01585-2901",""
"3492","PhenoSolve LLC","","Lynn Feldman","","27 Crafts Road","","Chestnut Hill","MA","02467-1823","PhenoSolve does medical research to improve the diagnosis and treatment of disease."
"3493","NATIONAL BOSTON LLC","","ANDREW  HAWKRIDGE","","115 DUMMER STREET","","BROOKLINE","MA","02446-3628",""
"3494","Westfield Gardens Nursing and Rehab LLC","","Lisa  Hower","","37 Feeding Hills Rd","","Westfield","MA","01085-4605",""
"3495","Mavel Americas, Inc. ","","N Christian Porse","","121 Mount Vernon St ","","Boston","MA","02108-1104",""
"3496","Duclos Corporation","Gladding-Hearn Shipbuilding","PETER  DUCLOS","","1 Riverside Ave","","Somerset","MA","02725-2842","(d/b/a Gladding-Hearn Shipbuilding) Builder of Commercial vessels in Steel or Aluminum of less than 200 feet. Passenger ferries(USCG Sub chapter T & K), High speed Aluminum Catamaran ferries and sightseeing vessels. High speed Patrol vessels."
"3497","Ray Services, Inc ","","YAKAIRA INOA SEVERINO","","530 Broadway St Ste 203 ","","Lawrence","MA","01840-2446",""
"3498","D'Allessandro Corp.. ","","Anthony Pratt","","41 Ledin Dr Ste 1 ","","Avon","MA","02322-1181",""
"3499","E. A. SPRY & CO. INC.","SPRY MOVING","GREGORY  SPRY","Vice President Corporate Sales","54 HOLTON ST","","WOBURN","MA","01801-5263","We provide Commercial and Residential Moving services in the Greater Boston area. We also have multiple storage facilities for household and office goods. In addition to these services, we have a record storage facility for archive and record storage."
"3500","EASTERN WASTE SERVICES LLC","","shari Romero","","24 KONDELIN ROAD","","GLOUCESTER","MA","01930-5108",""
"3501","Har-per Sales Solutions, Inc.","","Dick Harris","","270 South Street","","West Bridgewater","MA","02379-1729",""
"3502","LIN ASSOCIATES, INC.","","Bridget G Naughton","PRINCIPAL","2001 BEACON ST STE 310","","BRIGHTON","MA","02135-7772","PROVIDES CONSULTING SERVICES IN ARCHITECTURE, STRUCTURAL & CIVIL ENGINEERING. SERVICES RENDERED INCLUDES INVESTIGATION, STUDY, PRELIMINARY/CONCEPT DESIGN, FINAL DESIGN, CONSTRUCTION ADMINISTRATION, & RESIDENT INSPECTION."
"3503","Empatica, Inc. ","","Matteo Lai","","14th floor, 1 Broadway ","","Cambridge","MA","02142-0000",""
"3504","J. Sallese & Sons, Inc.","","MARIA  SALLESE","","Walnut Hill Park 5 Crescent Ave Ste 12","","Woburn","MA","01801-3750",""
"3505","Solar Design Associates, Inc.","","Colleen Muldoon","","280 Ayer Rd","","Harvard","MA","01451-1160",""
"3506","Applied Management Systems, Inc. ","","Alan Goldberg","","25 Mall Road Suite 325 ","","Burlington","MA","01803-4156",""
"3507","JACK SANBORN & SON, INC.","SANBORN ELECTRIC","Laureen  Sanborn","","8C INDUSTRIAL WAY","","AMESBURY","MA","01913-4423","Electrical Services"
"3508","REILLY ELECTRICAL CONTRACTORS, INC.","","Thomas Aborn","","14 NORFOLK AVE","","EASTON","MA","02375-1907",""
"3509","MADDASH E-MEDIA, INC","","Evelyn J Grainger","","800 W CUMMINGS PARK STE 2800","","WOBURN","MA","01801-7217","We deliver high quality videos for businesses across the United States and Global as needed. Corporate Marketing, Communications, Recruitment, Training and Role Playing Videos. We also specialize in patient and or personal narrative videos."
"3510","A-Cal Copiers, Inc. ","","ANTHONY  CALIENDO","","751 Middlesex Trpk ","","Billerica","MA","01821-3927","COPIERS,FAX MACHINES,LASER PRINTERS SALES,SERVICE & SUPPLIES CANON,HEWLETT PACKARD,SHARP,BROTHER SERVICE EXPERTS TECHNICIANS DRIVE FULL SIZE VANS WITH NUMEROUS PARTS ON HAND TO ELIMINATE DOWNTIME, LARGE CARRY-IN REPAIR FACILITY, HP DESIGNJET REPAIR"
"3511","Mcelroy Scenic Services, LLC","","Noelle LaMuniere","","59 SHEFFIELD BUSINESS PARK","","ASHLEY FALLS","MA","01222-0000","Since 1999 Mcelroy Scenic Services has been a boutique business with large-scale capabilities. We have a long history of work in the industry, having created custom displays, props, decor, signage, corporate furniture, sets, staging, millwork and artisanal finishing, museum exhibits, print and architectural models for corporate, advertising, marketing, film and stage productions...from the Rolling Stones to Wall Street business' conferences. MSS' team of craftsmen and technicians travels to venues across the U.S., Canada and South America. all of our creations come out of Mcelroy Scenic Services' facility in the Berkshires of Western Massachusetts, two hours from New York and Boston."
"3512","Custom Mmic Design Services, Inc.","","PAUL  BLOUNT","","300 APOLLO DR","","CHELMSFORD","MA","01824-3629",""
"3513","Niche, Inc.","Barnstable Riding","Roland Letendre","Treasurer","57 Cove St","","New Bedford","MA","02744-2409","Niche Inc manufactures cargo parachutes, nets, enhanced speed bags, parachute ground release clips, various molle backpacks and accessories. Niche also has a full service machine shop."
"3514","AES CORPORATION","","Patrick Moran","Government Products","285 NEWBURY ST","","PEABODY","MA","01960-7469","Manufacturer and develop private wireless data networks. Design and install high security security systems.15"
"3515","ENGINEERING & DESIGN STAFFING, INC.","EDA Staffing","Alice  J Devine","","132 Central St Ste 206","","Foxboro","MA","02035-2429",""
"3516","zLink Inc.","","Anupam Sachdev","","141 Parker Street Ste 311","","Maynard","MA","01754-2180","Facility Management Software, Asset Management, Capital Planning, Facility Condition Assessment, Work Order Management, CMMS, Workplace Management, Scheduling Systems, Hoteling Systems"
"3517","Anaqua, Inc.","INSIGHT VENTURE PARTNERS (DELAWARE) VIII","Kristina Coburn","","31 Saint James Ave Ste 1100","","Boston","MA","02116-4112",""
"3518","Lubrication Technologies, Inc. ","","Nancy E Ireland","","120 Bosworth St ","","West Springfield","MA","01089-3503",""
"3519","Microwave Engineering Corporation","","Tim Brown","","1551 Osgood St","","North Andover","MA","01845-1014",""
"3520","VACUUM BARRIER CORPORATION","","Mike Johnson","","4 BARTEN LN","","WOBURN","MA","01801-5601",""
"3521","FIRST ELECTRONICS CORPORATION, THE","","Alex Durso","SALES","71 VON HILLERN ST","","DORCHESTER","MA","02125-1122","MANUFACTURER OF CUSTOM MULTICONDUCTOR ELECTRICAL CABLE, NO MINIMUM RUNS, HI RELIABILITY MOLDED CABLE ASSEMBLIES, AND RFI EMI EMC SHIELDED CABLE ASSEMBLIES."
"3522","COLLABORATIVE HEALTHCARE STRATEGIES, INC.","","Amy Boutwell","","20 FLINTLOCK RD","","LEXINGTON","MA","02420-1704","We work at the intersection of all best practices and approaches to achieve the three-part aim, which is at the core of today’s healthcare reform – promoting better health, providing better care and reducing healthcare costs. We draw upon extensive experience with a variety of approaches to improve transitions in care. Our services focus on reducing rehospitalizations as both an area of content expertise and an illustrative example of design approaches that achieve these improved outcomes. Constantly learning from new ideas and best practices, we apply the best concepts from what is known to be effective, practical and efficient in improving care over time and across settings. Our national experience has yielded results at scale."
"3523","Future Technologies Group, LLC","FTG Technologies","Sean Costello","","2 Batterymarch Park Ste 401","","Quincy","MA","02169-7485",""
"3524","Cambridge Computer Services, Inc.","","STEPHEN A ODIO","VP of Sales","271 Waverley Oaks Rd Ste 301","","Waltham","MA","02452-8469","National integrator specializing in data storage and backup systems utilizing best-of-breed hardware and software from multiple manufacturers. Our professional services include consulting, integration, project management, and knowledge transfer."
"3525","A YANKEE LINE, INC.","","DON Dunham","","370 W 1ST ST","","BOSTON","MA","02127-1343",""
"3526","Vacuum Technology Inc.","","Sam Cai","","15 Great Republic Dr Unit Ste 4","","Gloucester","MA","01930-2276",""
"3527","Industrial Floor Covering, Inc.","","WALTER  DUPONT","","148 Rangeway Rd Unit C and D","","North Billerica","MA","01862-0000",""
"3528","Guardian Healthcare, LLC","","Eniana Begaj","","891 CENTRE ST","","JAMAICA PLAIN","MA","02130-2776",""
"3529","Datawatch Corporation","","Dan Bolon","","4 CROSBY DR","","BEDFORD","MA","01730-1402",""
"3530","Segterra, Inc.","","Rony Sellam","","101 Main St 14th Flr","","Cambridge","MA","02142-1519","Segterra is the provider of on-line health tools, that analyzes individuals key biomarkers related to health, wellness, and longevity. We have a patent for determination of personalized health plans based on biomarkers. Segterra has an outstanding, founding scientific team covering biology, computational biology, nutrition, and exercise physiology. We have thousands of customers in 55 countries, and have collected scientific amounts of data over the years. Our algorithm is based on over 60 collective years of curated science which allows individuals to receive highly personalized nutrition and lifestyle recommendations."
"3531","Teratech Corporation","TERASON ULTRASOUND","Nick Collins","","77-79 TERRACE HALL AVE","","BURLINGTON","MA","01803-3414",""
"3532","MARSHALL & ASSOCIATES","","Sam Luke","","11 OLD WORCESTER RD","","WEBSTER","MA","01570-2112",""
"3533","Ralco Electric, Inc.","","EDWARD CHAVES","","101 State Rd","","Westport","MA","02790-3521",""
"3534","Mid-City Scrap Iron & Salvage Co., Inc.","","Brad St. Sauveur","","548 State Rd","","Westport","MA","02790-3427",""
"3535","Dynamic Chromium Industries Inc ","Dynachrome ","David  Ferrairo Jr","","50 Parker St Unit  5 ","","Newburyport","MA","01950-4068",""
"3536","Cushing, Jammallo & Wheeler, Inc.","","Joe Jammallo","","464 High St","","Clinton","MA","01510-1710","Our environmental consulting capabilities include: 	Environmental Site Assessments and Investigations/Sampling for Asbestos		Risk Assessments 	Underground Storage Tank Assessment and Closure		Environmental Management and Regulatory Support Services 	Massachusetts Contingency Plan Support Services		Litigation Support 	Remedial Design and Engineering		Addressing Releases of Elemental Mercury 	Asbestos Inspections and Pre-Demolition Surveys"
"3537","CORNERSTONE COMMISSIONING INC","","DANIEL FRASIER","President","11 COLD SPRING DR","","BOXFORD","MA","01921-1911","Cornerstone Commissioning, Inc. provides building commissioning services for new and renovation projects in biomedical research facilities. Areas of expertise: Laboratories, Vivariums, Biocontainment, Building Control Systems, HVAC."
"3538","Eco Systems Pest Control, Inc.","","William Douglas","","155 Webster St C-2","","Hanover","MA","02339-1229","Full Pest Management Company"
"3539","MCFARLAND-JOHNSON, INC.","","Richard Brauer","","239 LITTLETON RD STE 1A","","WESTFORD","MA","01886-3500",""
"3540","LKM Industries, Inc.","LKM","Maria Colucciello-Rosati","","44 6TH RD","","WOBURN","MA","01801-1759","LKM Industries is a manufacturing facility of machined and fabricated products. We manufacture aircraft engines, power generation, pressure vessell, vacuum chambers, industrial pumps, safety valves, steel mills, and special machining."
"3541","PINE HILL EQUIPMENT INC","","ROBERT M HAINES Jr","","655 PINE HILL RD","","WESTPORT","MA","02790-1245","Pine Hill Equipment manufactures and sells a wide variety of marine and industrial hydraulic products. We also manufacture our own products since 1972, including custom hydraulic systems, winches and more. We can build custom systems for any application, including marine, commercial, construction, etc. We are committed to maintaining and servicing existing systems in house, on board or on site, 24/7. Innovative and accessible with a state of the art facility, we have the technical ability to achieve the results you want. Quality is the foundation of our business. It is evident in everything we do, from your very first call to the delivery of your final product. PHE is designed to meet not only your routine requirements, but also to respond to emergency situations. We are open year round. Our warehouse will save you time and money in addition to assuring a dependable source of supply. In short, we service everything we sell."
"3542","WALNUT ASSOCIATES LIMITED PARTNERSHIP","","Norman Lavoie","","208 BROADWAY","","SAUGUS","MA","01906-1901",""
"3543","DEMERS PROTOTYPE INC","OLYMPIC ENGINEERING","Robert J Demers","Vice President","65 AVCO RD UNIT C","","HAVERHILL","MA","01835-8502","Full service machine shop offering milling, turning and wire EDM capabilities"
"3544","Aetna Fire Alarm Service Co., Inc.","","Kimberly Dalia","","13 Clover St","","BOSTON","MA","02122-2040",""
"3545","VALAMIS INC.","","Mika Kuikka","","175 FEDERAL ST STE 860","","BOSTON","MA","02110-2210",""
"3546","VALLEY GREEN SHREDDING","","Eric Wartel","","988 C Southampton Rd","","Westfield","MA","01085-1596",""
"3547","TC Controls and Services, Inc.","","Eric Culross","","53 E Central Str 2nd Flr","","Worcester","MA","01605-3036",""
"3548","PONTE IMPROVEMENT CONSULTATION LLC","","George Ponte","","25 RATTLE HILL RD","","SOUTHAMPTON","MA","01073-9313",""
"3549","Ninepoint Medical, Inc.","","Judith  Huber","","12 Oak Park Dr","","Bedford","MA","01730-1443",""
"3550","HINES DERMATOLOGY ASSOCIATES INCORPORATED","","Yvonne C Hines","","555 PLEASANT ST STE 206","","ATTLEBORO","MA","02703-2440","We diagnose and treat diseases of the skin, hair and nails, like Acne, Eczema, Psoriasis and skin cancers. We treat children, adolescents and adults. We utilize topically applied or oral medications. We utilize freezing (Cryotherapy), burning (electrodessication) or ultraviolet light treatment (phototherapy). Patch testing to determine skin allergies is available. Cosmetic services including chemical peels and NeoStrata-brand alpha hydroxy acid products are available to treat Acne, Hyperpigmentation and sun damaged skin. We offer Pathology services for identification of fungal organisms, cancer, and other diseases of the skin. Immunohistochemistry and immunofluorescence aids in the diagnosis of skin tumors and dermatoses. We offer minor surgery to remove a variety of benign and malignant lesions. We have the capability to incorporate TeleDermatology and TeleDermatopathology for facilities off site of our clinical location to aid in the diagnosis and treatment of skin diseases."
"3551","Final Forge LLC","","David Rogers","","246 South Meadow Road NW-13","","Plymouth","MA","02360-4790",""
"3552","INDUSTRIAL ECONOMICS, INCORPORATED","","Michael C  Donlan","","2067 MASS AVE STE 4","","CAMBRIDGE","MA","02140-1340",""
"3553","Assembly Guidance Systems, Inc.","Aligned Vision","SCOTT Blake","","27 Industrial Ave Unit 4","","Chelmsford","MA","01824-3618",""
"3554","USNE, Inc. ","Utility Service New England ","DAVID  J. Miller Jr.","","310 LOCKHOUSE RD ","","WESTFIELD","MA","01085-1237",""
"3555","Hartech Corp","","STEPHEN HARVELL","","8 Briarwood Rd","","Woburn","MA","01801-1219",""
"3556","GOV GRAND OAK PROPERTIES TRUST","","Jason Hobick","","255 WASHINGTON ST STE 300","","NEWTON","MA","02458-2094",""
"3557","Visics Corporation","","Warren Smith","","70 Hastings St Ste 3","","Wellesley","MA","02481-5439",""
"3558","TW Diesel Inc","","Estelle Bosch","","61 Progress Ave","","TYNGSBORO","MA","01879-1437","Provide diesel parts for all applications, including generators, vehicles and boats. Includes filters, fuel injection system parts, turbos, pumps, etc."
"3559","Paragon Software Solutions, Inc.","Paragon Accounting Systems","Mark Forbush","","4 Lucaya Cir","","Burlington","MA","01803-1811",""
"3560","Bart Truck Equipment, LLC ","","THERESE DICLEMENTI","","358 River St ","","West Springfield","MA","01089-3620",""
"3561","Augmenix Inc.","","Fotoula Kopellas","","201 Burlington Rd","","Bedford","MA","01730-1452",""
"3562","OnCampus Advertising, LLC","OnCity Advertising","WILLIAM DUNNING","","164 Canal St Ste 400","","Boston","MA","02114-1809","OnCampus Advertising offers media and marketing services to companies wishing to target college students. Our services include out-of-home advertising, college newspapers (print and online), digital strategies and promotional services."
"3563","KAUFMAN COMPANY, INC.","","ANDY KAUFMAN","President","19 WALKHILL RD","","NORWOOD","MA","02062-3522","FULL-LINE INDUSTRIAL DISTRIBUTOR OF HAND TOOLS, CUTTING TOOLS, ABRASIVES, SAFETY PPE, AND HARD TO FIND ITEMS, OFFERING UNPARALLELED CUSTOMER SERVICE AND FAIR YET COMPETITIVE PRICES."
"3564","Oliver M. Dean, Inc.","","Stephen Westerlind","","125 Brooks St","","Worcester","MA","01606-3301",""
"3565","ESSEX ENGINEERING, INC.","ESSEX ENGINEERING & MANUFACTURING CO","Robert A Munro","","20 DAY ST","","LYNN","MA","01905-3008",""
"3566","Sosolimited LLC ","","JOHN  ROTHENBERG","","214 CAMBRIDGE ST FL 4 ","","BOSTON","MA","02114-2707",""
"3567","BOSSNINE TECHNOLOGIES LLC","","joseph fistori","","27 Main St","","MAYNARD","MA","01754-2505",""
"3568","Concourse Drive BWI, LLC","","Jeannine Wolfe","","10 High St Ste 903","","Boston","MA","02110-1602",""
"3569","Built-Rite Tool and Die, Inc.","Reliance Engineering Division","Andy  Samoiloff","","807 Sterling Rd","","Lancaster","MA","01523-2915",""
"3570","ANTIGEN TARGETING CONSULTING SERVICE INCORPORATED ","ATCS ","Haitao  Yuan","","11 Park Drive Ste 12 ","","Boston","MA","02215-4422",""
"3571","PROFESSIONAL ALTERNATIVE, INC., THE","","Anthony Varano","","101 DERBY ST STE 200","","HINGHAM","MA","02043-4226","I.T. Consulting Services"
"3572","Stephen Gould Corporation","","Melissa Rutrick","","30 Commerce Way Ste 1","","Tewksbury","MA","01876-1776",""
"3573","Julie Industries, Inc.","StaticSmart Flooring","NATHAN  C Ashworth","Director- Government Sales","2 Dundee Park Dr Ste 302A","","Andover","MA","01810-3725","StaticSmart antistatic conductive floors for static electricity problems. National network of installers of static control flooring including conductive, dissipative rubber, ESD vinyl tile, antistatic conductive carpeting and carpet tiles"
"3574","Henry General Contractors, Inc","","BRIAN HENRY","PRESIDENT","57 Observer St","","SPRINGFIELD","MA","01104-1729","General Building Construction Commercial & Industrial. Selective Demolition and Site Work. Design Build."
"3575","Welch Foods Inc., A Cooperative","Welch's","Jennifer Izzo","","300 Baker Ave Ste 101","","Concord","MA","01742-2131",""
"3576","EAGLE STAINLESS TUBE & FABRICATION, INC.","","Tracy Costa","","10 DISCOVERY WAY","","FRANKLIN","MA","02038-2555",""
"3577","BRIGHT STAR ENGINEERING, INC.","","ROY NACHOWITZ","","299 BALLARDVALE ST STE 5","","WILMINGTON","MA","01887-1065",""
"3578","Key Biologics Holdings, LLC","","Jeffrey D Allen","","55 William St Ste 240","","Wellesley","MA","02481-4003",""
"3579","MWV MULTI MEDIA FORENSIC INVESTIGATIVE SERVICES, INC.","","Steven R Verronneau","","555 Pleasant St. Ste. 5A","","New Bedford","MA","02740-6283",""
"3580","All Access Equipment LLC","","Ryan Polonski","","891 Woburn St Wilmington","","Wilmington","MA","01887-3414",""
"3581","CHASSIS ENGINEERING LLC","","Leanne Berk","","445 NEWBURYPORT TPKE","","ROWLEY","MA","01969-1728","We solder hermetic packages for the military and commercial industries. We manufacture the packages on CNC machines, sub-contract the plating, we post-machine, solder, leak check, test and inspect."
"3582","Vertex Companies, Inc., The","","LISA DEHNER","","400 Libbey Pkwy","","Weymouth","MA","02189-3134",""
"3583","INSCO CORPORATION","","WILLIAM J CONSIDINE","","412 MAIN ST","","GROTON","MA","01450-1232",""
"3584","CLIVUS NEW ENGLAND, INC.","","JOSEPH A. DUCHARME","","60 ISLAND ST","","LAWRENCE","MA","01840-1835",""
"3585","CLIVUS MULTRUM INC","","DON  MILLS","","15 UNION ST","","LAWRENCE","MA","01840-1867",""
"3586","Osterman Propane, LLC ","","Jason Dexter","","1 Memorial Sq ","","Whitinsville","MA","01588-3010",""
"3587","Frank L Reed, Inc.","Utility Mfg Co","Jay  Reed","","2443 Boston Rd","","Wilbraham","MA","01095-1105",""
"3588","Fluid Management Systems, Inc.","F M S","Hamid Shirkhan","","580 Pleasant St","","Watertown","MA","02472-2408",""
"3589","Oneunited Bank","","Robert P Cooper","","100 Franklin St Ste 600","","Boston","MA","02110-1537","WE ARE THE FIRST BLACK INTERNET BANK AND THE LARGEST BLACK OWNED BANK IN THE COUNTRY, WITH OFFICES IN LOS ANGELES,BOSTON,AND MIAMI. WE ARE A DESIGNATED COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION (CDFI) SERVING LOW TO MODERATE INCOME COMMUNITIES. WE ARE COMMITTED TO INCREASING FINANCIAL LITERACY WITHIN OUR COMMUNITIES THROUGH WORKSHOPS AND EVENTS - LIKE #BANKBLACKMIAMI, OR SMART MONEY SUMMER SCHOOL WORKSHOPS, THE ONEUNITED MURAL PROJECT AND MONEY ON MY MIND SYMPOSIUM WIT THE AFRICAN AMERICAN FILM CRITICS ASSOCIATION (AAFCA) AND BY OFFERING OFFERDABLE FINANCIAL SERVICES TO MEET THE NEEDS OF URBAN COMMUNITIES LIKE UNITY SAVINGS, UNITY VISA SECURED CREDIT CARD TO REBUILD CREDIT AND U2 CHECKING, OUR SECOND CHANCE CHECKING ACCOUNT. FOR MORE INFORMATION VISIT OUR WEBSITE AT https://www.oneunited.com"
"3590","Datel, Inc.","","Tony Khazen","","120 FORBES BLVD STE 125","","MANSFIELD","MA","02048-1274","Design and manufacture of data conversion modules and assemblies"
"3591","BLUEWATER MARINA LLC","","Devin Kahn","","83 SEAGULL RD","","CHATHAM","MA","02633-2562",""
"3592","D E G Associates Inc ","","David Gauthier","","155 Wade St ","","Fall River","MA","02721-2837",""
"3593","INDUSTRIAL STEEL & BOILER SERVICES, INC.","","Alex Korobkov","","939 CHICOPEE ST STE 2","","CHICOPEE","MA","01013-2982",""
"3594","Nashoba Temporaries Inc","","Carol A Coyne","","156 Great Road","","ACTON","MA","01720-5674","Temporary and Permanent staffing services as well as contractor payroll services."
"3595","Platformq Education, Inc.","","Gena Vigdorchik","","100 Crescent Rd Ste 4","","Needham","MA","02494-1457","CollegeWeekLive provides virtual education fairs to help connect colleges and universities to prospective students from around the world."
"3596","OuterLink Corp ","","Steven  Durante","","187 BALLARDVALE ST STE A260 ","","WILMINGTON","MA","01887-1040",""
"3597","Specialty Materials, Inc. ","","MONTE TREASURE","","1449 Middlesex St ","","Lowell","MA","01851-1111",""
"3598","HYDROCISION INC","","Pat VanBlarcom","","267 BOSTON RD STE 28","","NORTH BILLERICA","MA","01862-2310",""
"3599","C & C TEMP CONTROL, INC. ","","Debra L Marzo","","167 SW CUTOFF STE 10 ","","WORCESTER","MA","01604-2728",""
"3600","Asap Environmental Inc ","","Jennifer Downing","","1 ARCADIA ST STE 1 ","","DORCHESTER","MA","02122-1631",""
"3601","AppNeta, Inc.","","Mark Riendeau","","285 Summer St Fourth Flr","","Boston","MA","02210-1518",""
"3602","CLANCY GROUP CORPORATION, THE","","Liam Clancy","","2 LOWELL AVENUE","","WINCHESTER","MA","01890-1130",""
"3603","Coulbourn Instruments, LLC","","Wendy A Palmer","","84 October Hill Rd Ste 10","","HOLLISTON","MA","01746-1371",""
"3604","FOTRONIC CORPORATION","TEST EQUIPMENT DEPOT","ANTHONY  FOTI","","99 WASHINGTON STREET","","MELROSE","MA","02176-6024","Electronic Test and Measurment Equipment Supplier"
"3605","Canpro Investments LTD","","Jeanne Alexander","","10 RIVERSIDE DR STE 101","","LAKEVILLE","MA","02347-3627",""
"3606","ELECTRO SWITCH CORP. ","Electroswitch ","LORI WIGHT","","180 KING AVE ","","WEYMOUTH","MA","02188-2904",""
"3607","Office 1 Design LLC","Office Gallery International","Michael Troia","","68 Vanderbilt Ave","","NORWOOD","MA","02062-5006",""
"3608","USA COURIERS, INC.","","Kris L Wiegman","PRESIDENT","1320 Centre St #202","","NEWTON","MA","02459-2400","Same day nationwide package delivery, local or cross country. Envelope to truckload, by land or air."
"3609","CBA LANDSCAPE ARCHITECTS LLC ","","Denis J Chagnon","","24 THORNDIKE ST STE 1 ","","CAMBRIDGE","MA","02141-1882",""
"3610","Seres Therapeutics, Inc.","","Christopher Ford","","200 Sidney St","","Cambridge","MA","02139-4218",""
"3611","Softlinx, Inc.","","HIKYU LEE","General Manager","100 Riverpark Dr, Suite 275","","NORTH READING","MA","01864-2620","SoftLinx is a provider of enterprise FAX messaging solutions. SoftLinx specializes in E-business messaging, Web Commerce Messaging, Multi-site Fax/E-mail Solutions, Wireless Messaging, Electronic Document Management, and storage saving solutions."
"3612","PHOENIX DIAGNOSTICS, INC. ","","Rajiv Nunna","","8 Tech Cir ","","Natick","MA","01760-1029",""
"3613","BOSTON SHIP REPAIR, LLC","","DONNA  connors","","32A DRYDOCK AVE","","BOSTON","MA","02210-2308",""
"3614","HOLLISTON GLASS & MIRROR INC","","BOB ROGERS","","123 WASHINGTON ST STE 2","","HOLLISTON","MA","01746-1328",""
"3615","A&B Tire Service Inc","","Philip D Arsenault","","1183 CENTRAL ST","","LEOMINSTER","MA","01453-5903","Small Veteran owned family business tire service that provides quality service in house and on the road. All major tire brands are available. Passenger and light truck repairs. Experienced mechanics. Alignments, wheel polishing, reconditioned wheels and Emergency Commercial tire road service are just a few of the many services we provide."
"3616","A-TRAC COMPUTER SALES & SERVICE, INC.","","DAVID R BURNSIDE","President / Co-Owner","332 2ND AVE","","WALTHAM","MA","02451-1104","Provider of goods & services related to the computer, network, data centers and Storage. Nexsan, Rittal, Eaton, Simplivity, Hadoop, Horton Works, Cloudera, Simplivity"
"3617","T. J. CONWAY CO.","","THOMAS  J. CONWAY","","26 PROGRESS AVE","","SPRINGFIELD","MA","01104-3214",""
"3618","Sleep Apnea Dentists of New England, PLLC","","Janice PALMER","","70 Wells Ave Ste 103","","Newton","MA","02459-3233",""
"3619","Christianbook.Com, LLC","","Wendy Reddy","","140 Summit Street","","Peabody","MA","01960-5156",""
"3620","Harbor Sweets, Inc.","Harbor Sweets","Douglas G Burritt","","85 Leavitt St","","Salem","MA","01970-5546","production and packaging of handmade chocolates"
"3621","ORGANOMATION ASSOCIATES INC","","ANDREW MCNIVEN","","266 RIVER RD W","","BERLIN","MA","01503-1650",""
"3622","QIAGEN BEVERLY, INC.","","Amy  kelly","","100 Cummings Ctr Ste 407j","","Beverly","MA","01915-6101",""
"3623","TNT INC.","MANUFACTURERS DIRECT","RICHARD  Grace","","52 MAIN ST","","MAYNARD","MA","01754-2516",""
"3624","Tucker Engineering, Inc.","","TINA   TUCKER","President","4 Fifth Street Centennial Industrial Park","","Peabody","MA","01960-0000",""
"3625","LucidCatalyst LLC","","Romana Vysatova","","120 Lake View Ave","","Cambridge","MA","02138-3367",""
